case_id,ocd62_case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,run1_backend,run2_backend,run3_backend,run4_backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,e_run1,e_run2,e_run3,e_run4,range_eV,e_min,std_eV,agreement_class
006,029,362,In18N18Ti36,O=N,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.3517913818,,-11.3517303467,-11.3517303467,6.103515625e-05,-11.3517913818,2.87722485834e-05,exact_match
007,032,479,Ni6Sc36Te12,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-7.11372375488,-7.11375427246,-7.12419128418,-6.57665252686,0.547538757324,-7.12419128418,0.234112817515,large_divergent
007,032,479,Ni6Sc36Te12,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.63011169434,-7.22801208496,-6.63011169434,-7.22801208496,0.597900390625,-7.22801208496,0.298950195312,large_divergent
007,032,479,Ni6Sc36Te12,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.11375427246,-7.11375427246,-6.63011169434,-7.11375427246,0.483642578125,-7.11375427246,0.209423379504,divergent
007,032,479,Ni6Sc36Te12,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.22801208496,-7.12419128418,-7.11375427246,-7.11375427246,0.1142578125,-7.22801208496,0.0481574997642,divergent
007,032,479,Ni6Sc36Te12,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.57665252686,-6.57665252686,-6.57665252686,-6.57665252686,0,-6.57665252686,0,exact_match
008,035,513,Pd24Zr24,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-6.24198913574,-6.23320007324,-6.17626190186,-6.23121643066,0.0657272338867,-6.24198913574,0.0259558019815,moderate
008,035,513,Pd24Zr24,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.23118591309,-6.23118591309,-6.23115539551,-6.23115539551,3.0517578125e-05,-6.23118591309,1.52587890625e-05,exact_match
008,035,513,Pd24Zr24,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.23109436035,-6.23094177246,-6.17626190186,-6.17626190186,0.0548324584961,-6.23109436035,0.027378135427,moderate
008,035,513,Pd24Zr24,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.2310333252,-6.17632293701,-6.17626190186,-6.17649841309,0.0547714233398,-6.2310333252,0.0236739340881,moderate
008,035,513,Pd24Zr24,OH,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.04582214355,-6.04582214355,-6.17626190186,-6.17626190186,0.130439758301,-6.17626190186,0.0652198791504,divergent
009,036,530,Co32Y48,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-10.2085371017,-10.1181440353,-10.2085371017,-10.6069135666,0.48876953125,-10.6069135666,0.18918329126,divergent
009,036,530,Co32Y48,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.6069135666,-10.6433515549,-10.6433515549,-10.6069135666,0.0364379882812,-10.6433515549,0.0182189941406,minor
009,036,530,Co32Y48,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.6069135666,-10.6069135666,-10.6069135666,-10.6069135666,0,-10.6069135666,0,exact_match
009,036,530,Co32Y48,[NH],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.68151092529,-9.95731639862,-9.68157196045,-9.68157196045,0.275805473328,-9.95731639862,0.11940965647,divergent
010,041,596,Cr18Pt18,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-4.74319911003,-4.74319911003,-4.95904994011,-4.74316859245,0.215881347656,-4.95904994011,0.0934705568011,divergent
010,041,596,Cr18Pt18,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.95904994011,-4.74319911003,-4.69467616081,-4.74319911003,0.264373779297,-4.95904994011,0.102404104554,divergent
010,041,596,Cr18Pt18,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.95904994011,-4.95904994011,-4.74316859245,-4.95904994011,0.215881347656,-4.95904994011,0.0934793656368,divergent
010,041,596,Cr18Pt18,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.95904994011,-4.74316859245,-4.74316859245,-4.74316859245,0.215881347656,-4.95904994011,0.0934793656368,divergent
010,041,596,Cr18Pt18,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.74316859245,-4.74316859245,-4.69467616081,-4.74316859245,0.0484924316406,-4.74316859245,0.020997838846,minor
011,048,735,Re27Ti27,[NH2],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-11.6576480865,-11.6592960358,-11.6547794342,-11.6547794342,0.0045166015625,-11.6592960358,0.00193606315294,match
011,048,735,Re27Ti27,[NH2],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-11.6582584381,-11.6547794342,-11.6547794342,-11.6547794342,0.00347900390625,-11.6582584381,0.00150645288134,match
011,048,735,Re27Ti27,[NH2],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.6545963287,-11.6547794342,-11.6547794342,-11.6547794342,0.00018310546875,-11.6547794342,7.92869937547e-05,exact_match
011,048,735,Re27Ti27,[NH2],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.67461586,-11.6547794342,-11.6547794342,-11.656671524,0.0198364257812,-11.67461586,0.00835212089734,minor
011,048,735,Re27Ti27,[NH2],grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.6319007874,-10.6332435608,-10.6318397522,-11.6545352936,1.02269554138,-11.6545352936,0.442629083192,severe
012,050,768,Ga24Y24,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-3.50413966179,-3.33806300163,-3.33806300163,-3.50413966179,0.166076660156,-3.50413966179,0.0830383300781,divergent
012,050,768,Ga24Y24,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.50413966179,-3.50413966179,-3.33806300163,-3.50413966179,0.166076660156,-3.50413966179,0.0719133033355,divergent
012,050,768,Ga24Y24,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.50413966179,-3.50413966179,-3.50413966179,-3.50413966179,0,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.50413966179,-3.50413966179,-3.33806300163,-3.50413966179,0.166076660156,-3.50413966179,0.0719133033355,divergent
012,050,768,Ga24Y24,H,grok,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.32411646843,-3.33806300163,-3.25667262077,-3.25667262077,0.0813903808594,-3.33806300163,0.0375338506839,moderate
